,user,date,content,user_location
0,"{'username': 'LeeKurtiss', 'id': 1295859690224590848, 'displayname': 'KLee', 'description': '🐭🐭🐭🐭🐭🐭🐭🐭\nStaunch advocate for bodily integrity.\nClassical Centrist.\nI block cultists and stupid trolls.', 'rawDescription': '🐭🐭🐭🐭🐭🐭🐭🐭\nStaunch advocate for bodily integrity.\nClassical Centrist.\nI block cultists and stupid trolls.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 8, 18, 23, 7, 34, tzinfo=datetime.timezone.utc), 'followersCount': 541, 'friendsCount': 797, 'statusesCount': 51450, 'favouritesCount': 23689, 'listedCount': 2, 'mediaCount': 4679, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1458502368044019713/jMTqlORd_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1295859690224590848/1638826466', 'label': None}",2022-08-07 23:42:56+00:00,"@MartinKulldorff In addition to improving its COVID response, Mayotte needs to dramatically increase its tourism PR.
I've never even heard of the country!",
1,"{'username': 'DitchMitch3', 'id': 1158229733693382658, 'displayname': 'i like my own tweets', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 8, 5, 4, 14, 22, tzinfo=datetime.timezone.utc), 'followersCount': 629, 'friendsCount': 1622, 'statusesCount': 551, 'favouritesCount': 163, 'listedCount': 1, 'mediaCount': 22, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1158230134811500548/4ZvaA2gI_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-07 23:36:27+00:00,"@BabyAlpaca4 @Ianthejefferson @nonbinarybooty Overtourism is bad especially with Covid, but it is not the majority opinion of native Hawaiians for tourism to stop. That’s an extremist position held by few and amplified on Twitter.",
2,"{'username': 'Tracyp51', 'id': 24972880, 'displayname': 'Teepers', 'description': 'Writer. 🇳🇿🇺🇦🕉🌏🦋🐝🇳🇿', 'rawDescription': 'Writer. 🇳🇿🇺🇦🕉🌏🦋🐝🇳🇿', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 3, 17, 22, 46, 32, tzinfo=datetime.timezone.utc), 'followersCount': 54, 'friendsCount': 92, 'statusesCount': 2545, 'favouritesCount': 7639, 'listedCount': 3, 'mediaCount': 39, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/896225429857591297/f6002mAF_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/24972880/1574855259', 'label': None}",2022-08-07 23:30:08+00:00,@Areyous24436596 @kaffiene_nz How many of those currently unemployed were casualties of Covid though - people formerly employed in the tourism industry and restaurants and cafes which have still not fully recovered.,
3,"{'username': 'drkerth', 'id': 853080515443912704, 'displayname': 'dark earth', 'description': '...yu.shldnt.b.hre... drkerth.bandcamp.com', 'rawDescription': '...yu.shldnt.b.hre... https://t.co/HwdzQZ05KM', 'descriptionUrls': [{'text': 'drkerth.bandcamp.com', 'url': 'http://drkerth.bandcamp.com', 'tcourl': 'https://t.co/HwdzQZ05KM', 'indices': (22, 45)}], 'verified': False, 'created': datetime.datetime(2017, 4, 15, 3, 0, 19, tzinfo=datetime.timezone.utc), 'followersCount': 39, 'friendsCount': 1, 'statusesCount': 908, 'favouritesCount': 1067, 'listedCount': 0, 'mediaCount': 44, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1524183267439779841/437Zj4IO_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/853080515443912704/1651097249', 'label': None}",2022-08-07 21:49:53+00:00,@SixEyeRaccoon @heyjaeeeeee @sammysawshank @bettyycrockerr I said everyone is affected by covid. I also said Hawaii is a regular vacation destination. Hawaii makes a third of their income with tourism. Never said it was right or wrong. I don't know what you're talking about now.,
4,"{'username': 'Suejersey1', 'id': 1541193674851336193, 'displayname': 'Suejersey', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 6, 26, 23, 1, 6, tzinfo=datetime.timezone.utc), 'followersCount': 4, 'friendsCount': 90, 'statusesCount': 698, 'favouritesCount': 1435, 'listedCount': 0, 'mediaCount': 12, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None}",2022-08-07 21:31:51+00:00,You were too lazy to look. #2 is Louisiana -yes NO is a Democratic city but the rest of the state is Republican. Fall in tourism played a big part. #3 is Hawaii -again fall in tourism due to Covid in 2020 was the main cause. You seem simplistic and simple minded. @josecarreras1 https://t.co/6dU0aJY0PT,
5,"{'username': 'vemcg', 'id': 251294558, 'displayname': 'Centrist Rants 🇺🇸 🇺🇦 🇵🇱', 'description': 'Politically centrist. Lean right on defense/fiscal. Lean left on social issues. Been accused of being a closet Libertarian. Single issue voter now - Democracy.', 'rawDescription': 'Politically centrist. Lean right on defense/fiscal. Lean left on social issues. Been accused of being a closet Libertarian. Single issue voter now - Democracy.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 2, 12, 21, 4, 33, tzinfo=datetime.timezone.utc), 'followersCount': 595, 'friendsCount': 1659, 'statusesCount': 11813, 'favouritesCount': 5252, 'listedCount': 1, 'mediaCount': 131, 'location': 'San Jose, CA', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1248239091923087360/e7xk_XOa_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-07 21:24:34+00:00,"@wrightdjohn @Mr_JamesLandis The same competent governor who told the tourism and cruise industry that they couldn't run their business in a way to mitigate covid and who decided picking a fight with Disney over culture wars was a good idea.

I don't get to vote for or against him and I'm hoping I never do.","San Jose, CA"
6,"{'username': 'EricMcPh', 'id': 1200126141840986112, 'displayname': 'Eric McPherson', 'description': 'Challenging group think, “settled” science, and political dogma. Founder of MaskScience.org. Father. Pro-children. Not selling anything. JD-MBA. Ho/Hum.🇺🇸', 'rawDescription': 'Challenging group think, “settled” science, and political dogma. Founder of https://t.co/oJxRmMbYxc. Father. Pro-children. Not selling anything. JD-MBA. Ho/Hum.🇺🇸', 'descriptionUrls': [{'text': 'MaskScience.org', 'url': 'http://MaskScience.org', 'tcourl': 'https://t.co/oJxRmMbYxc', 'indices': (76, 99)}], 'verified': False, 'created': datetime.datetime(2019, 11, 28, 18, 56, 2, tzinfo=datetime.timezone.utc), 'followersCount': 796, 'friendsCount': 604, 'statusesCount': 4714, 'favouritesCount': 14224, 'listedCount': 10, 'mediaCount': 274, 'location': 'Dallas, TX', 'protected': False, 'linkUrl': 'http://MaskScience.org', 'linkTcourl': 'https://t.co/oJxRmMbYxc', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1518026311670845441/Z95NN40L_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1200126141840986112/1650760040', 'label': None}",2022-08-07 20:53:41+00:00,"@enlightenedske1 @lisa_iannattone Macau is a city built on casinos,  entertainment, and tourism. The authoritarian government that oversees it has decreed a zero-covid policy and has a lot riding on that policy’s success. If you believe mask mandates resulted in zero cases, I have a bridge I want to sell you.","Dallas, TX"
7,"{'username': 'bubupearr', 'id': 274987077, 'displayname': 'ที่สุดของแจ้\U0001f9cb เรียกป้าก็ได้', 'description': 'ช่วงนี้แม่ไม่สู้คน 🐻 ลูกถามทุกวันทำไมแม่ชอบแจฮยอน \U0001faf0🏻 เอฟ จูเนียร์ ATLAS ได้ที่ไหนคะลูก', 'rawDescription': 'ช่วงนี้แม่ไม่สู้คน 🐻 ลูกถามทุกวันทำไมแม่ชอบแจฮยอน \U0001faf0🏻 เอฟ จูเนียร์ ATLAS ได้ที่ไหนคะลูก', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 3, 31, 12, 16, tzinfo=datetime.timezone.utc), 'followersCount': 5232, 'friendsCount': 346, 'statusesCount': 84125, 'favouritesCount': 54795, 'listedCount': 0, 'mediaCount': 7866, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1509783770605441044/VaariGoo_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/274987077/1656104439', 'label': None}",2022-08-07 20:34:08+00:00,"Can Thailand Still Rely On Tourism To Repair Post-COVID Economy? | Insig... https://t.co/dXUqOOwcAr 
สิงคโปร์เลี่ยน คิดอะไรอยู่ฉันรู้เลยนะคะจากสารคดีนี้ 😒😒😒",
8,"{'username': 'DrDingusMengis', 'id': 1530116530926563328, 'displayname': 'Dr.Dingus', 'description': ""I'm a transexual cyborg hybrid mix of  homosapien, Borg, Pleiadian, and pterodactyl. My pronoun is transomorgleiadactyl. Thanks!"", 'rawDescription': ""I'm a transexual cyborg hybrid mix of  homosapien, Borg, Pleiadian, and pterodactyl. My pronoun is transomorgleiadactyl. Thanks!"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 5, 27, 9, 19, 56, tzinfo=datetime.timezone.utc), 'followersCount': 1, 'friendsCount': 13, 'statusesCount': 119, 'favouritesCount': 40, 'listedCount': 0, 'mediaCount': 8, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1545771536904097794/hv-n-G3F_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1530116530926563328/1657375828', 'label': None}",2022-08-07 20:28:03+00:00,"@LynAldenContact You have to stay in an organized tour slightly similar to North Korea style. Government opinion is/was that COVID is higher risk than other countries have recognized and they don't want to lose the 2 years of sacrifice to tourism, yet.",
9,"{'username': 'edmundbartlett6', 'id': 1230005248485416961, 'displayname': 'edmund bartlett', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 19, 5, 45, 5, tzinfo=datetime.timezone.utc), 'followersCount': 1360, 'friendsCount': 258, 'statusesCount': 462, 'favouritesCount': 10, 'listedCount': 3, 'mediaCount': 111, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1230005643794436098/8yk7e04i_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-07 20:01:33+00:00,Jamaica’s Tourism Sector Nearing Full Recovery from COVID-19 https://t.co/LncJzN2Q6G,
10,"{'username': 'edmundbartlett6', 'id': 1230005248485416961, 'displayname': 'edmund bartlett', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2020, 2, 19, 5, 45, 5, tzinfo=datetime.timezone.utc), 'followersCount': 1360, 'friendsCount': 258, 'statusesCount': 462, 'favouritesCount': 10, 'listedCount': 3, 'mediaCount': 111, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1230005643794436098/8yk7e04i_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-07 19:56:54+00:00,Jamaica’s Tourism Sector Nearing Full Recovery from COVID-19 https://t.co/LncJzN2Q6G via @eturbonews,
11,"{'username': 'JAN0L', 'id': 790987499782930432, 'displayname': 'Jan', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 10, 25, 18, 44, 50, tzinfo=datetime.timezone.utc), 'followersCount': 92, 'friendsCount': 546, 'statusesCount': 2001, 'favouritesCount': 172740, 'listedCount': 0, 'mediaCount': 178, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/871817526921105408/0C9H-VGa_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-07 19:37:40+00:00,"@menlobear @LynAldenContact They basically banned tourism for 2 years.
Only recently they started allowing guided tours in very limited capacity.
It's a country of old people that are very afraid of covid and foreigners so the government has to be very slow with it.",
12,"{'username': 'MentiplayLauren', 'id': 1353752111402504192, 'displayname': 'GardeningGranny🌱', 'description': 'Seeker of practical garden wisdom; nature is my church, the garden is my altar; never stop learning, notice life; love every living being', 'rawDescription': 'Seeker of practical garden wisdom; nature is my church, the garden is my altar; never stop learning, notice life; love every living being', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 1, 25, 17, 10, 41, tzinfo=datetime.timezone.utc), 'followersCount': 1077, 'friendsCount': 1025, 'statusesCount': 2284, 'favouritesCount': 9096, 'listedCount': 8, 'mediaCount': 164, 'location': 'Regina, Saskatchewan', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1353758227373072384/_u2mdBJ9_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1353752111402504192/1611596191', 'label': None}",2022-08-07 19:33:15+00:00,@EcoFashionByBG @PierrePoilievre COVID decimated tourism as it did everywhere else. That statement is laughable.,"Regina, Saskatchewan"
13,"{'username': 'geo_fed', 'id': 986952972, 'displayname': 'George', 'description': 'appreciator of wisdom; aficionado of humility.', 'rawDescription': 'appreciator of wisdom; aficionado of humility.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 12, 3, 16, 30, 26, tzinfo=datetime.timezone.utc), 'followersCount': 473, 'friendsCount': 3616, 'statusesCount': 4491, 'favouritesCount': 17242, 'listedCount': 3, 'mediaCount': 417, 'location': 'vancouver', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1469711507743072261/I1MKMW1M_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-07 18:19:27+00:00,@menlobear @LynAldenContact Chinese and European tourism way down I suspect. Geopolitics as well as covid I also suspect. Thanks for posting this @LynAldenContact .,vancouver
14,"{'username': 'GoldForestChris', 'id': 485075119, 'displayname': 'GFG Chris', 'description': 'Watch my trials and tribulations as a born and raised city dweller transitions to a farmer with Gold Forest Grains!!!', 'rawDescription': 'Watch my trials and tribulations as a born and raised city dweller transitions to a farmer with Gold Forest Grains!!!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 2, 6, 20, 13, 48, tzinfo=datetime.timezone.utc), 'followersCount': 201, 'friendsCount': 535, 'statusesCount': 2438, 'favouritesCount': 42095, 'listedCount': 1, 'mediaCount': 39, 'location': 'Edmonton Alberta', 'protected': False, 'linkUrl': 'http://goldforestfarms.blogspot.com/', 'linkTcourl': 'https://t.co/VitoOIKGVf', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/3583746635/69d5d2067cd2df304e70f770f29f5b5d_normal.jpeg', 'profileBannerUrl': None, 'label': None}",2022-08-07 18:15:14+00:00,@menlobear @LynAldenContact I would happily go to Japan!  The way they’ve handled Covid and continue to makes it our first choice destination for our tourism dollars and first flight in 3 years.,Edmonton Alberta
15,"{'username': 'menlobear', 'id': 15033574, 'displayname': 'Adam Taggart', 'description': 'Founder & CEO, Wealthion', 'rawDescription': 'Founder & CEO, Wealthion', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2008, 6, 6, 23, 23, 10, tzinfo=datetime.timezone.utc), 'followersCount': 39997, 'friendsCount': 123, 'statusesCount': 6929, 'favouritesCount': 12846, 'listedCount': 513, 'mediaCount': 1410, 'location': 'Sebastopol, CA', 'protected': False, 'linkUrl': 'http://Wealthion.com', 'linkTcourl': 'https://t.co/XLyZR65ylP', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1448123640135000068/y47_tCTk_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/15033574/1616910972', 'label': None}",2022-08-07 18:12:34+00:00,"@LynAldenContact whoa -- is that b/c they've implemented strict tourism limits in the wake of COVID, or that foreigners don't want to go there?

Guessing the former","Sebastopol, CA"
16,"{'username': 'rocketbunnyxx', 'id': 856527300879421443, 'displayname': 'bunny love', 'description': 'i do all my own stunts ★ Creator of RONINTHEBRAND 🏎️💨 header @amatou_akuma', 'rawDescription': 'i do all my own stunts ★ Creator of RONINTHEBRAND 🏎️💨 header @amatou_akuma', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 4, 24, 15, 16, 36, tzinfo=datetime.timezone.utc), 'followersCount': 46747, 'friendsCount': 4415, 'statusesCount': 53780, 'favouritesCount': 150063, 'listedCount': 199, 'mediaCount': 1890, 'location': '', 'protected': False, 'linkUrl': 'http://roninthebrand.com', 'linkTcourl': 'https://t.co/mezJZZAn8l', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1582136511780339714/Z2RUThz3_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/856527300879421443/1666110876', 'label': None}",2022-08-07 17:45:37+00:00,@ChampagneNai the people who are being oppressed and dying kind of give a fuck? idk. they have scarce access to clean water and insufficient resources to help with covid. that alone is killing their people and tourism literally makes that exponentially worse.,
17,"{'username': 'WIONews', 'id': 711760467383877632, 'displayname': 'WION', 'description': 'WION: World Is One | Welcome to India’s first global news network. We present global stories with an Indian perspective. \nDownload App - bit.ly/39tJwub', 'rawDescription': 'WION: World Is One | Welcome to India’s first global news network. We present global stories with an Indian perspective. \nDownload App - https://t.co/2i3wWb5uaN', 'descriptionUrls': [{'text': 'bit.ly/39tJwub', 'url': 'http://bit.ly/39tJwub', 'tcourl': 'https://t.co/2i3wWb5uaN', 'indices': (137, 160)}], 'verified': True, 'created': datetime.datetime(2016, 3, 21, 3, 44, 54, tzinfo=datetime.timezone.utc), 'followersCount': 470318, 'friendsCount': 96, 'statusesCount': 279045, 'favouritesCount': 7245, 'listedCount': 1861, 'mediaCount': 93838, 'location': 'India', 'protected': False, 'linkUrl': 'https://zeemedia.page.link/WIONTwMainDescAppInstall', 'linkTcourl': 'https://t.co/cpofgi0ao0', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/875597226747207681/0jkhMbbB_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/711760467383877632/1668717993', 'label': None}",2022-08-07 16:32:18+00:00,"This week on South Asia Diary with @MaroWardak

+Al-Qaeda's resurgence under Taliban
+Nepal triples tiger population
+India's medical tourism resumes post-covid
+Bangladesh cops arrest 'toneless' singer

Monday 8:30 PM IST | 3 PM GMT https://t.co/GL7klYUPmk",India
18,"{'username': 'TopHealthClinic', 'id': 923835916757716993, 'displayname': 'Top Health Clinic', 'description': 'Premier Travel Vaccination and Allergy Testing Clinic at 60 Tottenham Court Road, London, W1T 2EW, Phone: 0208 12345 10.', 'rawDescription': 'Premier Travel Vaccination and Allergy Testing Clinic at 60 Tottenham Court Road, London, W1T 2EW, Phone: 0208 12345 10.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2017, 10, 27, 8, 57, 1, tzinfo=datetime.timezone.utc), 'followersCount': 317, 'friendsCount': 1056, 'statusesCount': 5750, 'favouritesCount': 308, 'listedCount': 5, 'mediaCount': 200, 'location': 'London.', 'protected': False, 'linkUrl': 'http://www.tophealthclinic.co.uk', 'linkTcourl': 'https://t.co/xmqWaFRzqB', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1163385533071941632/zdVpYGoT_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/923835916757716993/1509098300', 'label': None}",2022-08-07 16:30:48+00:00,"Businesses in Spain's tourism industry are pleading with the country's government to finally lift all remaining Covid restrictions on UK holidaymakers.
https://t.co/0k9YydANBI",London.
19,"{'username': 'porat_eric', 'id': 1444068981539852293, 'displayname': 'Eric Porat Travel', 'description': 'Eric Porat Travel', 'rawDescription': 'Eric Porat Travel', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 10, 1, 22, 37, 35, tzinfo=datetime.timezone.utc), 'followersCount': 41, 'friendsCount': 7, 'statusesCount': 11615, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1444069125966467082/OypvrJ8H_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-07 16:16:07+00:00,"Chinese Tourist Hotspot’s Covid Lockdown Strands 80,000 Travelers: The lockdown in the resort city Sanya could be a permanent blow to its tourism industry. Stranded tourists are threatening not to return due to the city government's chaotic handling of… https://t.co/qv3htCMBUJ",
20,"{'username': 'DitchMitch3', 'id': 1158229733693382658, 'displayname': 'i like my own tweets', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2019, 8, 5, 4, 14, 22, tzinfo=datetime.timezone.utc), 'followersCount': 629, 'friendsCount': 1622, 'statusesCount': 551, 'favouritesCount': 163, 'listedCount': 1, 'mediaCount': 22, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1158230134811500548/4ZvaA2gI_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-07 16:12:06+00:00,@lmnhzd @BallsackSports Overtourism especially with COVID is a problem. But it’s naive to not recognize how dependent Hawaii is economically on tourism. People lose the ability to afford food and shelter with what you are suggesting. And the Hawaiian monarchy should not be romanticized either,
21,"{'username': 'euthaneyez', 'id': 1456762310446489600, 'displayname': 'm 🐀', 'description': 'he/they/she | 23 | at the tips of our tangled fingers, scars glisten fresh and blue | scans will now be posted on my tumblr', 'rawDescription': 'he/they/she | 23 | at the tips of our tangled fingers, scars glisten fresh and blue | scans will now be posted on my tumblr', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 11, 5, 23, 16, 23, tzinfo=datetime.timezone.utc), 'followersCount': 539, 'friendsCount': 206, 'statusesCount': 7674, 'favouritesCount': 13357, 'listedCount': 4, 'mediaCount': 665, 'location': '', 'protected': False, 'linkUrl': 'https://euthaneyez.tumblr.com/', 'linkTcourl': 'https://t.co/nuKjrcDMKL', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1586119494790955008/x3vf2Jz2_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1456762310446489600/1648240744', 'label': None}",2022-08-07 15:20:12+00:00,"praying that japan lowering the severity of covid means individual tourism will open next month, it would be really weird to keep border restrictions for what is now considered a common cold.... i don't wanna have to jump through hoops to see b-t like i initially thought i would",
22,"{'username': 'PeninsulaQatar', 'id': 60017224, 'displayname': 'The Peninsula Qatar', 'description': 'News you can trust. Local Focus Global Vision. \nThe official account of The Peninsula, a Qatari English daily newspaper.', 'rawDescription': 'News you can trust. Local Focus Global Vision. \nThe official account of The Peninsula, a Qatari English daily newspaper.', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2009, 7, 25, 8, 41, 5, tzinfo=datetime.timezone.utc), 'followersCount': 77133, 'friendsCount': 268, 'statusesCount': 256978, 'favouritesCount': 803, 'listedCount': 1021, 'mediaCount': 54192, 'location': 'Qatar', 'protected': False, 'linkUrl': 'http://www.thepeninsulaqatar.com', 'linkTcourl': 'https://t.co/ejl0B2087G', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1522981699843465220/bCI9h3xI_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/60017224/1640789016', 'label': None}",2022-08-07 15:00:01+00:00,"COVID #lockdown turns Chinese tourist hotspot #Sanya into nightmare for stranded tourists

#China #Tourism #COVID19 
https://t.co/0rG5bIH1HN",Qatar
23,"{'username': 'ColinDefense', 'id': 262189336, 'displayname': 'Colin Clark', 'description': 'Day job: Indo-Pacific bureau chief & Founding Editor of Breaking Defense. Proud dad, husband, fisherman, grill king & consumer of fine Antipodean wines.', 'rawDescription': 'Day job: Indo-Pacific bureau chief & Founding Editor of Breaking Defense. Proud dad, husband, fisherman, grill king & consumer of fine Antipodean wines.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2011, 3, 7, 15, 6, 59, tzinfo=datetime.timezone.utc), 'followersCount': 11263, 'friendsCount': 360, 'statusesCount': 10078, 'favouritesCount': 191, 'listedCount': 429, 'mediaCount': 160, 'location': 'Sydney Australia', 'protected': False, 'linkUrl': 'http://www.breakingdefense.com', 'linkTcourl': 'https://t.co/RwJWGjMbWb', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1310562094/Colin_sAOLpic_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/262189336/1473435924', 'label': None}",2022-08-07 14:20:40+00:00,"US deputy secretary of State Wendy Sherman met today w Solomon Islands Prime Minister Manasseh Sogavare in Honiara. They discussed provision of COVID-19 vaccines, reducing poverty, enhancing climate resilience, increasing tourism investment, &amp; clearing unexploded ordnance fm WW2.",Sydney Australia
24,"{'username': 'NSA_economics', 'id': 4707077557, 'displayname': 'Nasser Saidi & Asso', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 1, 4, 4, 52, 59, tzinfo=datetime.timezone.utc), 'followersCount': 1327, 'friendsCount': 211, 'statusesCount': 7449, 'favouritesCount': 2825, 'listedCount': 31, 'mediaCount': 899, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/709712663656468481/CyKgCCWA_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-07 14:20:00+00:00,"#MiddleEast #travel &amp; #tourism recovery continues: other than #SaudiArabia, Middle East nations post rise in arrivals in May 2022 (vs 2019) since Covid hit. #UNWTO indicators indicate better Middle East performance vis-s-vis global in H1 2022 @Nasser_Saidi https://t.co/DwMZxgshkW https://t.co/Z2p2Ln9Yz2",
25,"{'username': 'lonesofiya80', 'id': 1543481322080940032, 'displayname': 'Sofiya Bhat', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2022, 7, 3, 6, 26, 47, tzinfo=datetime.timezone.utc), 'followersCount': 22, 'friendsCount': 114, 'statusesCount': 217, 'favouritesCount': 1, 'listedCount': 0, 'mediaCount': 180, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1543481653573537792/l6MJyV62_normal.jpg', 'profileBannerUrl': None, 'label': None}",2022-08-07 13:53:42+00:00,"Now this year, life in J&amp;K is started moving forward as COVID 19 lockdown has lifted. Tourism has started, export of Kashmiri goods has begun, sport and other activates are also taking place as restrictions are getting eased.
#ShiningJammuKashmir",
